Distrito,variable,value,Fecha
Carolina,H. Auto,45,Marzo 2019
Cataño,H. Auto,14,Marzo 2019
Cayey,H. Auto,9,Marzo 2019
Ceiba,H. Auto,0,Marzo 2019
Ciales,H. Auto,0,Marzo 2019
Cidra,H. Auto,2,Marzo 2019
Coamo,H. Auto,0,Marzo 2019
Comerío,H. Auto,3,Marzo 2019
Corozal,H. Auto,8,Marzo 2019
Culebra,H. Auto,1,Marzo 2019
Dorado,H. Auto,21,Marzo 2019
Fajardo,H. Auto,2,Marzo 2019
Florida,H. Auto,0,Marzo 2019
Guánica,H. Auto,0,Marzo 2019
Guayama,H. Auto,3,Marzo 2019
Guayanilla,H. Auto,0,Marzo 2019
Guaynabo,H. Auto,54,Marzo 2019
Gurabo,H. Auto,3,Marzo 2019
Hatillo,H. Auto,3,Marzo 2019
Hormigueros,H. Auto,0,Marzo 2019
Humacao,H. Auto,6,Marzo 2019
Isabela,H. Auto,2,Marzo 2019
Jayuya,H. Auto,0,Marzo 2019
Juana Díaz,H. Auto,3,Marzo 2019
Juncos,H. Auto,3,Marzo 2019
Lajas,H. Auto,1,Marzo 2019
Lares,H. Auto,6,Marzo 2019
Las Marías,H. Auto,1,Marzo 2019
Las Piedras,H. Auto,0,Marzo 2019
Loiza,H. Auto,3,Marzo 2019
Luquillo,H. Auto,1,Marzo 2019
Manatí,H. Auto,5,Marzo 2019
Maricao,H. Auto,0,Marzo 2019
Maunabo,H. Auto,1,Marzo 2019
Mayagüez,H. Auto,3,Marzo 2019
Moca,H. Auto,1,Marzo 2019
Morovis,H. Auto,5,Marzo 2019
Naguabo,H. Auto,2,Marzo 2019
Naranjito,H. Auto,8,Marzo 2019
Orocovis,H. Auto,1,Marzo 2019
Patillas,H. Auto,0,Marzo 2019
Peñuelas,H. Auto,1,Marzo 2019
Ponce,H. Auto,14,Marzo 2019
Quebradillas,H. Auto,2,Marzo 2019
Rincón,H. Auto,0,Marzo 2019
Rio Grande,H. Auto,3,Marzo 2019
Sabana Grande,H. Auto,0,Marzo 2019
Salinas,H. Auto,3,Marzo 2019
San Germán,H. Auto,0,Marzo 2019
San Juan,H. Auto,353,Marzo 2019
San Lorenzo,H. Auto,5,Marzo 2019
San Sebastián,H. Auto,2,Marzo 2019
Santa Isabel,H. Auto,2,Marzo 2019
Toa Alta,H. Auto,16,Marzo 2019
Toa Baja,H. Auto,63,Marzo 2019
Trujillo Alto,H. Auto,7,Marzo 2019
Utuado,H. Auto,,Marzo 2019
Vega Alta,H. Auto,14,Marzo 2019
Vega Baja,H. Auto,15,Marzo 2019
Vieques,H. Auto,3,Marzo 2019
Villalba,H. Auto,2,Marzo 2019
Yabucoa,H. Auto,1,Marzo 2019
Yauco,H. Auto,2,Marzo 2019
Adjuntas,Tipo I,6,Febrero 2019
Aguada ,Tipo I,28,Febrero 2019
Aguadilla,Tipo I,66,Febrero 2019
Aguas Buenas,Tipo I,19,Febrero 2019
Aibonito,Tipo I,15,Febrero 2019
Añasco,Tipo I,18,Febrero 2019
Arecibo,Tipo I,98,Febrero 2019
Arroyo,Tipo I,10,Febrero 2019
Barceloneta,Tipo I,47,Febrero 2019
Barranquitas,Tipo I,27,Febrero 2019
Bayamón,Tipo I,524,Febrero 2019
Cabo Rojo,Tipo I,30,Febrero 2019
Caguas,Tipo I,225,Febrero 2019
Camuy,Tipo I,40,Febrero 2019
Canóvanas,Tipo I,49,Febrero 2019
Carolina,Tipo I,299,Febrero 2019
Cataño,Tipo I,33,Febrero 2019
Cayey,Tipo I,54,Febrero 2019
Ceiba,Tipo I,13,Febrero 2019
Ciales,Tipo I,14,Febrero 2019
Cidra,Tipo I,32,Febrero 2019
Coamo,Tipo I,18,Febrero 2019
Comerío,Tipo I,17,Febrero 2019
Corozal,Tipo I,22,Febrero 2019
Culebra,Tipo I,8,Febrero 2019
Dorado,Tipo I,65,Febrero 2019
Fajardo,Tipo I,59,Febrero 2019
Florida,Tipo I,5,Febrero 2019
Guánica,Tipo I,9,Febrero 2019
Guayama,Tipo I,55,Febrero 2019
Guayanilla,Tipo I,10,Febrero 2019
Guaynabo,Tipo I,156,Febrero 2019
Gurabo,Tipo I,35,Febrero 2019
Hatillo,Tipo I,63,Febrero 2019
Hormigueros,Tipo I,7,Febrero 2019
Humacao,Tipo I,55,Febrero 2019
Isabela,Tipo I,66,Febrero 2019
Jayuya,Tipo I,19,Febrero 2019
Juana Díaz,Tipo I,36,Febrero 2019
Juncos,Tipo I,35,Febrero 2019
Lajas,Tipo I,10,Febrero 2019
Lares,Tipo I,38,Febrero 2019
Las Marías,Tipo I,4,Febrero 2019
Las Piedras,Tipo I,24,Febrero 2019
Loiza,Tipo I,30,Febrero 2019
Luquillo,Tipo I,37,Febrero 2019
Manatí,Tipo I,59,Febrero 2019
Maricao,Tipo I,8,Febrero 2019
Maunabo,Tipo I,7,Febrero 2019
Mayagüez,Tipo I,85,Febrero 2019
Moca,Tipo I,27,Febrero 2019
Morovis,Tipo I,17,Febrero 2019
Naguabo,Tipo I,19,Febrero 2019
Naranjito,Tipo I,32,Febrero 2019
Orocovis,Tipo I,19,Febrero 2019
Patillas,Tipo I,16,Febrero 2019
Peñuelas,Tipo I,12,Febrero 2019
Ponce,Tipo I,194,Febrero 2019
Quebradillas,Tipo I,28,Febrero 2019
Rincón,Tipo I,29,Febrero 2019
Rio Grande,Tipo I,23,Febrero 2019
Sabana Grande,Tipo I,6,Febrero 2019
Salinas,Tipo I,34,Febrero 2019
San Germán,Tipo I,15,Febrero 2019
San Juan,Tipo I,1058,Febrero 2019
San Lorenzo,Tipo I,16,Febrero 2019
San Sebastián,Tipo I,21,Febrero 2019
Santa Isabel,Tipo I,21,Febrero 2019
Toa Alta,Tipo I,58,Febrero 2019
Toa Baja,Tipo I,142,Febrero 2019
Trujillo Alto,Tipo I,75,Febrero 2019
Utuado,Tipo I,24,Febrero 2019
Vega Alta,Tipo I,56,Febrero 2019
Vega Baja,Tipo I,104,Febrero 2019
Vieques,Tipo I,15,Febrero 2019
Villalba,Tipo I,10,Febrero 2019
Yabucoa,Tipo I,19,Febrero 2019
Yauco,Tipo I,24,Febrero 2019
Adjuntas,Ases.,0,Febrero 2019
Aguada ,Ases.,0,Febrero 2019
Aguadilla,Ases.,0,Febrero 2019
Aguas Buenas,Ases.,0,Febrero 2019
Aibonito,Ases.,1,Febrero 2019
Añasco,Ases.,1,Febrero 2019
Arecibo,Ases.,1,Febrero 2019
Arroyo,Ases.,0,Febrero 2019
Barceloneta,Ases.,0,Febrero 2019
Barranquitas,Ases.,0,Febrero 2019
Bayamón,Ases.,3,Febrero 2019
Cabo Rojo,Ases.,0,Febrero 2019
Caguas,Ases.,3,Febrero 2019
Camuy,Ases.,0,Febrero 2019
Canóvanas,Ases.,2,Febrero 2019
Carolina,Ases.,4,Febrero 2019
Cataño,Ases.,1,Febrero 2019
Cayey,Ases.,5,Febrero 2019
Ceiba,Ases.,3,Febrero 2019
Ciales,Ases.,0,Febrero 2019
Cidra,Ases.,0,Febrero 2019
Coamo,Ases.,0,Febrero 2019
Comerío,Ases.,0,Febrero 2019
Corozal,Ases.,0,Febrero 2019
Culebra,Ases.,0,Febrero 2019
Dorado,Ases.,2,Febrero 2019
Fajardo,Ases.,7,Febrero 2019
Florida,Ases.,0,Febrero 2019
Guánica,Ases.,0,Febrero 2019
Guayama,Ases.,0,Febrero 2019
Guayanilla,Ases.,0,Febrero 2019
Guaynabo,Ases.,4,Febrero 2019
Gurabo,Ases.,2,Febrero 2019
Hatillo,Ases.,1,Febrero 2019
Hormigueros,Ases.,1,Febrero 2019
Humacao,Ases.,0,Febrero 2019
Isabela,Ases.,0,Febrero 2019
Jayuya,Ases.,1,Febrero 2019
Juana Díaz,Ases.,1,Febrero 2019
Juncos,Ases.,2,Febrero 2019
Lajas,Ases.,0,Febrero 2019
Lares,Ases.,0,Febrero 2019
Las Marías,Ases.,0,Febrero 2019
Las Piedras,Ases.,2,Febrero 2019
Loiza,Ases.,0,Febrero 2019
Luquillo,Ases.,2,Febrero 2019
Manatí,Ases.,0,Febrero 2019
Maricao,Ases.,0,Febrero 2019
Maunabo,Ases.,0,Febrero 2019
Mayagüez,Ases.,1,Febrero 2019
Moca,Ases.,0,Febrero 2019
Morovis,Ases.,1,Febrero 2019
Naguabo,Ases.,1,Febrero 2019
Naranjito,Ases.,0,Febrero 2019
Orocovis,Ases.,0,Febrero 2019
Patillas,Ases.,0,Febrero 2019
Peñuelas,Ases.,0,Febrero 2019
Ponce,Ases.,6,Febrero 2019
Quebradillas,Ases.,0,Febrero 2019
Rincón,Ases.,0,Febrero 2019
Rio Grande,Ases.,1,Febrero 2019
Sabana Grande,Ases.,0,Febrero 2019
Salinas,Ases.,2,Febrero 2019
San Germán,Ases.,2,Febrero 2019
San Juan,Ases.,23,Febrero 2019
San Lorenzo,Ases.,1,Febrero 2019
San Sebastián,Ases.,0,Febrero 2019
Santa Isabel,Ases.,3,Febrero 2019
Toa Alta,Ases.,2,Febrero 2019
Toa Baja,Ases.,2,Febrero 2019
Trujillo Alto,Ases.,0,Febrero 2019
Utuado,Ases.,0,Febrero 2019
Vega Alta,Ases.,1,Febrero 2019
Vega Baja,Ases.,1,Febrero 2019
Vieques,Ases.,0,Febrero 2019
Villalba,Ases.,0,Febrero 2019
Yabucoa,Ases.,1,Febrero 2019
Yauco,Ases.,0,Febrero 2019
Adjuntas,Viol.,0,Febrero 2019
Aguada ,Viol.,1,Febrero 2019
Aguadilla,Viol.,0,Febrero 2019
Aguas Buenas,Viol.,0,Febrero 2019
Aibonito,Viol.,0,Febrero 2019
Añasco,Viol.,0,Febrero 2019
Arecibo,Viol.,3,Febrero 2019
Arroyo,Viol.,0,Febrero 2019
Barceloneta,Viol.,0,Febrero 2019
Barranquitas,Viol.,1,Febrero 2019
Bayamón,Viol.,3,Febrero 2019
Cabo Rojo,Viol.,0,Febrero 2019
Caguas,Viol.,1,Febrero 2019
Camuy,Viol.,0,Febrero 2019
Canóvanas,Viol.,3,Febrero 2019
Carolina,Viol.,0,Febrero 2019
Cataño,Viol.,0,Febrero 2019
Cayey,Viol.,0,Febrero 2019
Ceiba,Viol.,0,Febrero 2019
Ciales,Viol.,0,Febrero 2019
Cidra,Viol.,0,Febrero 2019
Coamo,Viol.,0,Febrero 2019
Comerío,Viol.,0,Febrero 2019
Corozal,Viol.,0,Febrero 2019
Culebra,Viol.,0,Febrero 2019
Dorado,Viol.,0,Febrero 2019
Fajardo,Viol.,1,Febrero 2019
Florida,Viol.,0,Febrero 2019
Guánica,Viol.,0,Febrero 2019
Guayama,Viol.,1,Febrero 2019
Guayanilla,Viol.,0,Febrero 2019
Guaynabo,Viol.,2,Febrero 2019
Gurabo,Viol.,0,Febrero 2019
Hatillo,Viol.,0,Febrero 2019
Hormigueros,Viol.,0,Febrero 2019
Humacao,Viol.,1,Febrero 2019
Isabela,Viol.,0,Febrero 2019
Jayuya,Viol.,0,Febrero 2019
Juana Díaz,Viol.,0,Febrero 2019
Juncos,Viol.,0,Febrero 2019
Lajas,Viol.,0,Febrero 2019
Lares,Viol.,0,Febrero 2019
Las Marías,Viol.,0,Febrero 2019
Las Piedras,Viol.,0,Febrero 2019
Loiza,Viol.,0,Febrero 2019
Luquillo,Viol.,0,Febrero 2019
Manatí,Viol.,0,Febrero 2019
Maricao,Viol.,0,Febrero 2019
Maunabo,Viol.,0,Febrero 2019
Mayagüez,Viol.,0,Febrero 2019
Moca,Viol.,1,Febrero 2019
Morovis,Viol.,0,Febrero 2019
Naguabo,Viol.,0,Febrero 2019
Naranjito,Viol.,0,Febrero 2019
Orocovis,Viol.,1,Febrero 2019
Patillas,Viol.,1,Febrero 2019
Peñuelas,Viol.,0,Febrero 2019
Ponce,Viol.,0,Febrero 2019
Quebradillas,Viol.,0,Febrero 2019
Rincón,Viol.,0,Febrero 2019
Rio Grande,Viol.,0,Febrero 2019
Sabana Grande,Viol.,0,Febrero 2019
Salinas,Viol.,0,Febrero 2019
San Germán,Viol.,0,Febrero 2019
San Juan,Viol.,6,Febrero 2019
San Lorenzo,Viol.,0,Febrero 2019
San Sebastián,Viol.,0,Febrero 2019
Santa Isabel,Viol.,0,Febrero 2019
Toa Alta,Viol.,1,Febrero 2019
Toa Baja,Viol.,1,Febrero 2019
Trujillo Alto,Viol.,1,Febrero 2019
Utuado,Viol.,0,Febrero 2019
Vega Alta,Viol.,0,Febrero 2019
Vega Baja,Viol.,1,Febrero 2019
Vieques,Viol.,0,Febrero 2019
Villalba,Viol.,0,Febrero 2019
Yabucoa,Viol.,1,Febrero 2019
Yauco,Viol.,0,Febrero 2019
Adjuntas,Trata Hum.,0,Febrero 2019
Aguada ,Trata Hum.,0,Febrero 2019
Aguadilla,Trata Hum.,0,Febrero 2019
Aguas Buenas,Trata Hum.,0,Febrero 2019
Aibonito,Trata Hum.,0,Febrero 2019
Añasco,Trata Hum.,0,Febrero 2019
Arecibo,Trata Hum.,0,Febrero 2019
Arroyo,Trata Hum.,0,Febrero 2019
Barceloneta,Trata Hum.,0,Febrero 2019
Barranquitas,Trata Hum.,0,Febrero 2019
Bayamón,Trata Hum.,0,Febrero 2019
Cabo Rojo,Trata Hum.,0,Febrero 2019
Caguas,Trata Hum.,0,Febrero 2019
Camuy,Trata Hum.,0,Febrero 2019
Canóvanas,Trata Hum.,0,Febrero 2019
Carolina,Trata Hum.,0,Febrero 2019
Cataño,Trata Hum.,0,Febrero 2019
Cayey,Trata Hum.,0,Febrero 2019
Ceiba,Trata Hum.,0,Febrero 2019
Ciales,Trata Hum.,0,Febrero 2019
Cidra,Trata Hum.,0,Febrero 2019
Coamo,Trata Hum.,0,Febrero 2019
Comerío,Trata Hum.,0,Febrero 2019
Corozal,Trata Hum.,0,Febrero 2019
Culebra,Trata Hum.,0,Febrero 2019
Dorado,Trata Hum.,0,Febrero 2019
Fajardo,Trata Hum.,0,Febrero 2019
Florida,Trata Hum.,0,Febrero 2019
Guánica,Trata Hum.,0,Febrero 2019
Guayama,Trata Hum.,0,Febrero 2019
Guayanilla,Trata Hum.,0,Febrero 2019
Guaynabo,Trata Hum.,0,Febrero 2019
Gurabo,Trata Hum.,0,Febrero 2019
Hatillo,Trata Hum.,0,Febrero 2019
Hormigueros,Trata Hum.,0,Febrero 2019
Humacao,Trata Hum.,0,Febrero 2019
Isabela,Trata Hum.,0,Febrero 2019
Jayuya,Trata Hum.,0,Febrero 2019
Juana Díaz,Trata Hum.,0,Febrero 2019
Juncos,Trata Hum.,0,Febrero 2019
Lajas,Trata Hum.,0,Febrero 2019
Lares,Trata Hum.,0,Febrero 2019
Las Marías,Trata Hum.,0,Febrero 2019
Las Piedras,Trata Hum.,0,Febrero 2019
Loiza,Trata Hum.,0,Febrero 2019
Luquillo,Trata Hum.,0,Febrero 2019
Manatí,Trata Hum.,0,Febrero 2019
Maricao,Trata Hum.,0,Febrero 2019
Maunabo,Trata Hum.,0,Febrero 2019
Mayagüez,Trata Hum.,0,Febrero 2019
Moca,Trata Hum.,0,Febrero 2019
Morovis,Trata Hum.,0,Febrero 2019
Naguabo,Trata Hum.,0,Febrero 2019
Naranjito,Trata Hum.,0,Febrero 2019
Orocovis,Trata Hum.,0,Febrero 2019
Patillas,Trata Hum.,0,Febrero 2019
Peñuelas,Trata Hum.,0,Febrero 2019
Ponce,Trata Hum.,0,Febrero 2019
Quebradillas,Trata Hum.,0,Febrero 2019
Rincón,Trata Hum.,0,Febrero 2019
Rio Grande,Trata Hum.,0,Febrero 2019
Sabana Grande,Trata Hum.,0,Febrero 2019
Salinas,Trata Hum.,0,Febrero 2019
San Germán,Trata Hum.,0,Febrero 2019
San Juan,Trata Hum.,0,Febrero 2019
San Lorenzo,Trata Hum.,0,Febrero 2019
San Sebastián,Trata Hum.,0,Febrero 2019
Santa Isabel,Trata Hum.,0,Febrero 2019
Toa Alta,Trata Hum.,0,Febrero 2019
Toa Baja,Trata Hum.,0,Febrero 2019
Trujillo Alto,Trata Hum.,0,Febrero 2019
Utuado,Trata Hum.,0,Febrero 2019
Vega Alta,Trata Hum.,0,Febrero 2019
Vega Baja,Trata Hum.,0,Febrero 2019
Vieques,Trata Hum.,0,Febrero 2019
Villalba,Trata Hum.,0,Febrero 2019
Yabucoa,Trata Hum.,0,Febrero 2019
Yauco,Trata Hum.,0,Febrero 2019
Adjuntas,Robo,0,Febrero 2019
Aguada ,Robo,1,Febrero 2019
Aguadilla,Robo,0,Febrero 2019
Aguas Buenas,Robo,3,Febrero 2019
Aibonito,Robo,0,Febrero 2019
Añasco,Robo,0,Febrero 2019
Arecibo,Robo,10,Febrero 2019
Arroyo,Robo,2,Febrero 2019
Barceloneta,Robo,4,Febrero 2019
Barranquitas,Robo,2,Febrero 2019
Bayamón,Robo,28,Febrero 2019
Cabo Rojo,Robo,0,Febrero 2019
Caguas,Robo,22,Febrero 2019
Camuy,Robo,4,Febrero 2019
Canóvanas,Robo,1,Febrero 2019
Carolina,Robo,27,Febrero 2019
Cataño,Robo,0,Febrero 2019
Cayey,Robo,2,Febrero 2019
Ceiba,Robo,1,Febrero 2019
Ciales,Robo,0,Febrero 2019
Cidra,Robo,2,Febrero 2019
Coamo,Robo,0,Febrero 2019
Comerío,Robo,1,Febrero 2019
Corozal,Robo,3,Febrero 2019
Culebra,Robo,1,Febrero 2019
Dorado,Robo,2,Febrero 2019
Fajardo,Robo,5,Febrero 2019
Florida,Robo,1,Febrero 2019
Guánica,Robo,1,Febrero 2019
Guayama,Robo,2,Febrero 2019
Guayanilla,Robo,1,Febrero 2019
Guaynabo,Robo,13,Febrero 2019
Gurabo,Robo,10,Febrero 2019
Hatillo,Robo,5,Febrero 2019
Hormigueros,Robo,1,Febrero 2019
Humacao,Robo,7,Febrero 2019
Isabela,Robo,0,Febrero 2019
Jayuya,Robo,0,Febrero 2019
Juana Díaz,Robo,5,Febrero 2019
Juncos,Robo,3,Febrero 2019
Lajas,Robo,0,Febrero 2019
Lares,Robo,1,Febrero 2019
Las Marías,Robo,0,Febrero 2019
Las Piedras,Robo,1,Febrero 2019
Loiza,Robo,2,Febrero 2019
Luquillo,Robo,2,Febrero 2019
Manatí,Robo,5,Febrero 2019
Maricao,Robo,1,Febrero 2019
Maunabo,Robo,0,Febrero 2019
Mayagüez,Robo,5,Febrero 2019
Moca,Robo,1,Febrero 2019
Morovis,Robo,2,Febrero 2019
Naguabo,Robo,4,Febrero 2019
Naranjito,Robo,2,Febrero 2019
Orocovis,Robo,0,Febrero 2019
Patillas,Robo,0,Febrero 2019
Peñuelas,Robo,2,Febrero 2019
Ponce,Robo,17,Febrero 2019
Quebradillas,Robo,0,Febrero 2019
Rincón,Robo,1,Febrero 2019
Rio Grande,Robo,2,Febrero 2019
Sabana Grande,Robo,0,Febrero 2019
Salinas,Robo,1,Febrero 2019
San Germán,Robo,1,Febrero 2019
San Juan,Robo,81,Febrero 2019
San Lorenzo,Robo,1,Febrero 2019
San Sebastián,Robo,0,Febrero 2019
Santa Isabel,Robo,0,Febrero 2019
Toa Alta,Robo,4,Febrero 2019
Toa Baja,Robo,14,Febrero 2019
Trujillo Alto,Robo,6,Febrero 2019
Utuado,Robo,1,Febrero 2019
Vega Alta,Robo,2,Febrero 2019
Vega Baja,Robo,13,Febrero 2019
Vieques,Robo,0,Febrero 2019
Villalba,Robo,3,Febrero 2019
Yabucoa,Robo,1,Febrero 2019
Yauco,Robo,1,Febrero 2019
Adjuntas,Agr. Grave,0,Febrero 2019
Aguada ,Agr. Grave,9,Febrero 2019
Aguadilla,Agr. Grave,10,Febrero 2019
Aguas Buenas,Agr. Grave,3,Febrero 2019
Aibonito,Agr. Grave,2,Febrero 2019
Añasco,Agr. Grave,3,Febrero 2019
Arecibo,Agr. Grave,20,Febrero 2019
Arroyo,Agr. Grave,1,Febrero 2019
Barceloneta,Agr. Grave,6,Febrero 2019
Barranquitas,Agr. Grave,5,Febrero 2019
Bayamón,Agr. Grave,18,Febrero 2019
Cabo Rojo,Agr. Grave,2,Febrero 2019
Caguas,Agr. Grave,33,Febrero 2019
Camuy,Agr. Grave,7,Febrero 2019
Canóvanas,Agr. Grave,9,Febrero 2019
Carolina,Agr. Grave,40,Febrero 2019
Cataño,Agr. Grave,1,Febrero 2019
Cayey,Agr. Grave,9,Febrero 2019
Ceiba,Agr. Grave,2,Febrero 2019
Ciales,Agr. Grave,2,Febrero 2019
Cidra,Agr. Grave,3,Febrero 2019
Coamo,Agr. Grave,4,Febrero 2019
Comerío,Agr. Grave,6,Febrero 2019
Corozal,Agr. Grave,3,Febrero 2019
Culebra,Agr. Grave,0,Febrero 2019
Dorado,Agr. Grave,7,Febrero 2019
Fajardo,Agr. Grave,12,Febrero 2019
Florida,Agr. Grave,0,Febrero 2019
Guánica,Agr. Grave,1,Febrero 2019
Guayama,Agr. Grave,10,Febrero 2019
Guayanilla,Agr. Grave,1,Febrero 2019
Guaynabo,Agr. Grave,6,Febrero 2019
Gurabo,Agr. Grave,6,Febrero 2019
Hatillo,Agr. Grave,7,Febrero 2019
Hormigueros,Agr. Grave,1,Febrero 2019
Humacao,Agr. Grave,6,Febrero 2019
Isabela,Agr. Grave,8,Febrero 2019
Jayuya,Agr. Grave,4,Febrero 2019
Juana Díaz,Agr. Grave,2,Febrero 2019
Juncos,Agr. Grave,6,Febrero 2019
Lajas,Agr. Grave,1,Febrero 2019
Lares,Agr. Grave,2,Febrero 2019
Las Marías,Agr. Grave,1,Febrero 2019
Las Piedras,Agr. Grave,8,Febrero 2019
Loiza,Agr. Grave,4,Febrero 2019
Luquillo,Agr. Grave,9,Febrero 2019
Manatí,Agr. Grave,6,Febrero 2019
Maricao,Agr. Grave,1,Febrero 2019
Maunabo,Agr. Grave,1,Febrero 2019
Mayagüez,Agr. Grave,11,Febrero 2019
Moca,Agr. Grave,2,Febrero 2019
Morovis,Agr. Grave,3,Febrero 2019
Naguabo,Agr. Grave,1,Febrero 2019
Naranjito,Agr. Grave,3,Febrero 2019
Orocovis,Agr. Grave,2,Febrero 2019
Patillas,Agr. Grave,6,Febrero 2019
Peñuelas,Agr. Grave,2,Febrero 2019
Ponce,Agr. Grave,21,Febrero 2019
Quebradillas,Agr. Grave,3,Febrero 2019
Rincón,Agr. Grave,2,Febrero 2019
Rio Grande,Agr. Grave,2,Febrero 2019
Sabana Grande,Agr. Grave,1,Febrero 2019
Salinas,Agr. Grave,12,Febrero 2019
San Germán,Agr. Grave,3,Febrero 2019
San Juan,Agr. Grave,59,Febrero 2019
San Lorenzo,Agr. Grave,6,Febrero 2019
San Sebastián,Agr. Grave,3,Febrero 2019
Santa Isabel,Agr. Grave,7,Febrero 2019
Toa Alta,Agr. Grave,3,Febrero 2019
Toa Baja,Agr. Grave,5,Febrero 2019
Trujillo Alto,Agr. Grave,10,Febrero 2019
Utuado,Agr. Grave,8,Febrero 2019
Vega Alta,Agr. Grave,4,Febrero 2019
Vega Baja,Agr. Grave,8,Febrero 2019
Vieques,Agr. Grave,3,Febrero 2019
Villalba,Agr. Grave,2,Febrero 2019
Yabucoa,Agr. Grave,6,Febrero 2019
Yauco,Agr. Grave,3,Febrero 2019
Adjuntas,Esc.,4,Febrero 2019
Aguada ,Esc.,2,Febrero 2019
Aguadilla,Esc.,14,Febrero 2019
Aguas Buenas,Esc.,6,Febrero 2019
Aibonito,Esc.,6,Febrero 2019
Añasco,Esc.,4,Febrero 2019
Arecibo,Esc.,20,Febrero 2019
Arroyo,Esc.,2,Febrero 2019
Barceloneta,Esc.,5,Febrero 2019
Barranquitas,Esc.,3,Febrero 2019
Bayamón,Esc.,63,Febrero 2019
Cabo Rojo,Esc.,7,Febrero 2019
Caguas,Esc.,16,Febrero 2019
Camuy,Esc.,7,Febrero 2019
Canóvanas,Esc.,7,Febrero 2019
Carolina,Esc.,25,Febrero 2019
Cataño,Esc.,8,Febrero 2019
Cayey,Esc.,6,Febrero 2019
Ceiba,Esc.,5,Febrero 2019
Ciales,Esc.,5,Febrero 2019
Cidra,Esc.,11,Febrero 2019
Coamo,Esc.,3,Febrero 2019
Comerío,Esc.,2,Febrero 2019
Corozal,Esc.,4,Febrero 2019
Culebra,Esc.,2,Febrero 2019
Dorado,Esc.,11,Febrero 2019
Fajardo,Esc.,11,Febrero 2019
Florida,Esc.,1,Febrero 2019
Guánica,Esc.,2,Febrero 2019
Guayama,Esc.,9,Febrero 2019
Guayanilla,Esc.,3,Febrero 2019
Guaynabo,Esc.,15,Febrero 2019
Gurabo,Esc.,7,Febrero 2019
Hatillo,Esc.,7,Febrero 2019
Hormigueros,Esc.,0,Febrero 2019
Humacao,Esc.,9,Febrero 2019
Isabela,Esc.,12,Febrero 2019
Jayuya,Esc.,9,Febrero 2019
Juana Díaz,Esc.,12,Febrero 2019
Juncos,Esc.,4,Febrero 2019
Lajas,Esc.,2,Febrero 2019
Lares,Esc.,15,Febrero 2019
Las Marías,Esc.,2,Febrero 2019
Las Piedras,Esc.,4,Febrero 2019
Loiza,Esc.,3,Febrero 2019
Luquillo,Esc.,8,Febrero 2019
Manatí,Esc.,5,Febrero 2019
Maricao,Esc.,4,Febrero 2019
Maunabo,Esc.,3,Febrero 2019
Mayagüez,Esc.,13,Febrero 2019
Moca,Esc.,5,Febrero 2019
Morovis,Esc.,0,Febrero 2019
Naguabo,Esc.,2,Febrero 2019
Naranjito,Esc.,7,Febrero 2019
Orocovis,Esc.,3,Febrero 2019
Patillas,Esc.,4,Febrero 2019
Peñuelas,Esc.,4,Febrero 2019
Ponce,Esc.,25,Febrero 2019
Quebradillas,Esc.,11,Febrero 2019
Rincón,Esc.,4,Febrero 2019
Rio Grande,Esc.,8,Febrero 2019
Sabana Grande,Esc.,0,Febrero 2019
Salinas,Esc.,5,Febrero 2019
San Germán,Esc.,5,Febrero 2019
San Juan,Esc.,121,Febrero 2019
San Lorenzo,Esc.,2,Febrero 2019
San Sebastián,Esc.,5,Febrero 2019
Santa Isabel,Esc.,1,Febrero 2019
Toa Alta,Esc.,6,Febrero 2019
Toa Baja,Esc.,15,Febrero 2019
Trujillo Alto,Esc.,10,Febrero 2019
Utuado,Esc.,4,Febrero 2019
Vega Alta,Esc.,9,Febrero 2019
Vega Baja,Esc.,18,Febrero 2019
Vieques,Esc.,3,Febrero 2019
Villalba,Esc.,0,Febrero 2019
Yabucoa,Esc.,7,Febrero 2019
Yauco,Esc.,3,Febrero 2019
Adjuntas,Apr. I,2,Febrero 2019
Aguada ,Apr. I,15,Febrero 2019
Aguadilla,Apr. I,41,Febrero 2019
Aguas Buenas,Apr. I,7,Febrero 2019
Aibonito,Apr. I,6,Febrero 2019
Añasco,Apr. I,9,Febrero 2019
Arecibo,Apr. I,36,Febrero 2019
Arroyo,Apr. I,5,Febrero 2019
Barceloneta,Apr. I,28,Febrero 2019
Barranquitas,Apr. I,12,Febrero 2019
Bayamón,Apr. I,237,Febrero 2019
Cabo Rojo,Apr. I,18,Febrero 2019
Caguas,Apr. I,126,Febrero 2019
Camuy,Apr. I,21,Febrero 2019
Canóvanas,Apr. I,20,Febrero 2019
Carolina,Apr. I,177,Febrero 2019
Cataño,Apr. I,11,Febrero 2019
Cayey,Apr. I,25,Febrero 2019
Ceiba,Apr. I,2,Febrero 2019
Ciales,Apr. I,7,Febrero 2019
Cidra,Apr. I,15,Febrero 2019
Coamo,Apr. I,11,Febrero 2019
Comerío,Apr. I,6,Febrero 2019
Corozal,Apr. I,8,Febrero 2019
Culebra,Apr. I,4,Febrero 2019
Dorado,Apr. I,27,Febrero 2019
Fajardo,Apr. I,22,Febrero 2019
Florida,Apr. I,3,Febrero 2019
Guánica,Apr. I,5,Febrero 2019
Guayama,Apr. I,31,Febrero 2019
Guayanilla,Apr. I,5,Febrero 2019
